RoundSteak,GroundBeef,PorkChops,Chicken,Bacon,WholeMilk,Cheese,Eggs,Bread,Macaroni,Flour,Apples,Bananas,Potatoes,Sugar
1 lb,1 lb,1 lb,1 lb,1 lb,1 gallon,1 lb,1 dozen,1 lb,1 lb,1 lb,1 lb,1 lb,1 lb,1 lb
