Round Steak,Ground Beef,Pork Chops,Chicken,Bacon,Milk,Cheese,Eggs,Bread,Macaroni,Flour,Apples,Bananas,Potatoes,Sugar
6.511401335,4.363755958,4.370962822,2.698970448,4.85742612,7.577057515,3.906120114,2.565935812,1.468064824,1.044995234,0.688976168,1.470200191,0.565738799,0.575748332,0.484661582
